taxid	count	name	rank	superkindom	phylum	class	order	family	genus	species
1450172	1	Aaosphaeria arxii CBS 175.79	strain	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales		Aaosphaeria	Aaosphaeria arxii
1450533	1	Aspergillus niger CBS 101883	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
1450534	1	Aspergillus brunneoviolaceus CBS 621.78	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brunneoviolaceus
1450535	1	Aspergillus sclerotioniger CBS 115572	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sclerotioniger
1450536	1	Guyanagaster necrorhizus MCA 3950	strain	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Guyanagaster	Guyanagaster necrorhizus
1450537	1	Aspergillus homomorphus CBS 101889	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus homomorphus
1450539	1	Aspergillus saccharolyticus JOP 1030-1	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus saccharolyticus
1460663	1	Paraphaeosphaeria sporulosa	species	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria sporulosa
1463999	1	Botrytis sinoallii	species	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis sinoallii
148305	1	Pyricularia grisea	species	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia grisea
1485682	1	Mitosporidium daphniae	species	Eukaryota	Microsporidia				Mitosporidium	Mitosporidium daphniae
149040	1	Mollisia scopiformis	species	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia	Mollisia scopiformis
1506151	1	Aspergillus pseudonomiae	species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudonomiae
1509407	1	Aspergillus nomiae NRRL 13137	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nomiae
1517512	1	Aspergillus pseudoviridinutans	species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudoviridinutans
1522189	1	Ceraceosorus guamensis	species	Eukaryota	Basidiomycota	Exobasidiomycetes	Ceraceosorales	Ceraceosoraceae	Ceraceosorus	Ceraceosorus guamensis
156630	1	Alternaria arborescens	species	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria arborescens
1567544	1	Fusarium tjaetaba	species	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium tjaetaba
1569628	1	Jaminaea rosea	species	Eukaryota	Basidiomycota	Exobasidiomycetes	Microstromatales		Jaminaea	Jaminaea rosea
1578925	1	Pyricularia pennisetigena	species	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia pennisetigena
1664694	1	Phialophora attinorum	species	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora attinorum
1684307	1	Pseudomicrostroma glucosiphilum	species	Eukaryota	Basidiomycota	Exobasidiomycetes	Microstromatales		Pseudomicrostroma	Pseudomicrostroma glucosiphilum
1734106	1	Kwoniella shandongensis	species	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella shandongensis
1750568	1	Cantharellus anzutake	species	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus anzutake
1806994	1	Synchytrium microbalum	species	Eukaryota	Chytridiomycota	Chytridiomycetes	Synchytriales	Synchytriaceae	Synchytrium	Synchytrium microbalum
1810919	1	Aspergillus mulundensis	species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus mulundensis
181124	1	Marasmius oreades	species	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius oreades
182096	1	Aspergillus chevalieri	species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus chevalieri
1835702	1	Penicillium arizonense	species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium arizonense
1858805	1	Dacryopinax primogenitus	species	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryopinax	Dacryopinax primogenitus
1904413	1	Suillus clintonianus	species	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus clintonianus
1912936	1	Suillus discolor	species	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus discolor
1912939	1	Suillus fuscotomentosus	species	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus fuscotomentosus
192010	1	Fusarium mangiferae	species	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium mangiferae
1937702	1	Ogataea haglerorum	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea haglerorum
1964551	1	Botrytis fragariae	species	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis fragariae
209559	1	Aspergillus alliaceus	species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus alliaceus
2126181	1	Mycena indigotica	species	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena indigotica
212818	1	Exophiala mesophila	species	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala mesophila
214684	1	Cryptococcus neoformans var. neoformans JEC21	strain	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans
215243	1	Exophiala oligosperma	species	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala oligosperma
215250	1	Acaromyces ingoldii	species	Eukaryota	Basidiomycota	Exobasidiomycetes	Exobasidiales	Cryptobasidiaceae	Acaromyces	Acaromyces ingoldii
222929	1	Coccidioides posadasii C735 delta SOWgp	strain	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	Coccidioides posadasii
227321	1	Aspergillus nidulans FGSC A4	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans
229533	1	Fusarium graminearum PH-1	strain	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium graminearum
231269	1	Fusarium coffeatum	species	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium coffeatum
235443	1	Cryptococcus neoformans var. grubii H99	strain	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans
236234	1	Diplodia corticola	species	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Diplodia corticola
237561	1	Candida albicans SC5314	strain	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans
237631	1	Ustilago maydis 521	strain	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago maydis
240176	1	Coprinopsis cinerea okayama7#130	strain	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis cinerea
242507	1	Pyricularia oryzae 70-15	strain	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae
245834	1	Neohortaea acidophila	species	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Neohortaea	Neohortaea acidophila
246410	1	Coccidioides immitis RS	strain	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	Coccidioides immitis
2478750	1	Botrytis deweyae	species	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis deweyae
253628	1	Verruconis gallopava	species	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava
254056	1	Fonsecaea monophora	species	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea monophora
2606893	1	Saprochaete ingens	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Saprochaete	Saprochaete ingens
264951	1	Paecilomyces variotii	species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Paecilomyces	Paecilomyces variotii
2656787	1	Venustampulla echinocandica	species	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Pleuroascaceae	Venustampulla	Venustampulla echinocandica
27291	1	Saccharomyces paradoxus	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces paradoxus
27334	1	Penicillium expansum	species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum
2754530	1	Protomyces lactucae-debilis	species	Eukaryota	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	Protomyces lactucae-debilis
280036	1	Sporisorium graminicola	species	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	Sporisorium graminicola
283643	1	Cryptococcus neoformans var. neoformans B-3501A	strain	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans
284591	1	Yarrowia lipolytica CLIB122	strain	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia lipolytica
284592	1	Debaryomyces hansenii CBS767	strain	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces hansenii
284811	1	Eremothecium gossypii ATCC 10895	strain	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium gossypii
284813	1	Encephalitozoon cuniculi GB-M1	isolate	Eukaryota	Microsporidia			Unikaryonidae	Encephalitozoon	Encephalitozoon cuniculi
28985	1	Kluyveromyces lactis	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces lactis
293939	1	Aspergillus lentulus	species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus lentulus
294746	1	Meyerozyma guilliermondii ATCC 6260	strain	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma guilliermondii
294747	1	Candida tropicalis MYA-3404	strain	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida tropicalis
301207	1	Macroventuria anomochaeta	species	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria	Macroventuria anomochaeta
306901	1	Chaetomium globosum CBS 148.51	strain	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
306902	1	Clavispora lusitaniae ATCC 42720	strain	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora lusitaniae
318751	1	Westerdykella ornata	species	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella ornata
321614	1	Parastagonospora nodorum SN15	strain	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Parastagonospora nodorum
322104	1	Scheffersomyces stipitis CBS 6054	strain	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces stipitis
326645	1	Daldinia childiae	species	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia childiae
330879	1	Aspergillus fumigatus Af293	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
331117	1	Aspergillus fischeri NRRL 181	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fischeri
33203	1	Purpureocillium lilacinum	species	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium lilacinum
332648	1	Botrytis cinerea B05.10	strain	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea
332952	1	Aspergillus flavus NRRL3357	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
334819	1	Fusarium verticillioides 7600	strain	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium verticillioides
336722	1	Zymoseptoria tritici IPO323	strain	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria tritici
336963	1	Uncinocarpus reesii 1704	strain	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Uncinocarpus	Uncinocarpus reesii
339724	1	Histoplasma capsulatum NAm1	strain	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma	Histoplasma capsulatum
341663	1	Aspergillus terreus NIH2624	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
342668	1	Pseudogymnoascus verrucosus	species	Eukaryota	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus verrucosus
344612	1	Aspergillus clavatus NRRL 1	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatus
348802	1	Exophiala xenobiotica	species	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala xenobiotica
367110	1	Neurospora crassa OR74A	strain	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora crassa
367775	1	Cryptococcus gattii WM276	strain	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus gattii VGI
379508	1	Lodderomyces elongisporus NRRL YB-4239	strain	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces	Lodderomyces elongisporus
383855	1	Pseudocercospora fijiensis CIRAD86	strain	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis
390896	1	Trematosphaeria pertusa	species	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	Trematosphaeria pertusa
398673	1	Trichoderma gamsii	species	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma gamsii
402676	1	Schizosaccharomyces japonicus yFS275	strain	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces japonicus
40302	1	Nosema ceranae	species	Eukaryota	Microsporidia			Nosematidae	Nosema	Nosema ceranae
41047	1	Aspergillus thermomutatus	species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus thermomutatus
41067	1	Aspergillus candidus	species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus candidus
413071	1	Trichoderma virens Gv29-8	strain	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma virens
418459	1	Puccinia graminis f. sp. tritici CRL 75-36-700-3	strain	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia graminis
418784	1	[Candida] pseudohaemulonii	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	[Candida] pseudohaemulonii
42260	1	Zygotorulaspora mrakii	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora mrakii
425011	1	Aspergillus niger CBS 513.88	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
425265	1	Malassezia globosa CBS 7966	strain	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia globosa
426418	1	Pyrenophora tritici-repentis Pt-1C-BFP	strain	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora tritici-repentis
426428	1	Fusarium oxysporum f. sp. lycopersici 4287	strain	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
42677	1	Fusarium subglutinans	species	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium subglutinans
431241	1	Trichoderma reesei QM6a	strain	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma reesei
436907	1	Vanderwaltozyma polyspora DSM 70294	strain	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Vanderwaltozyma	Vanderwaltozyma polyspora
441959	1	Talaromyces stipitatus ATCC 10500	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces stipitatus
441960	1	Talaromyces marneffei ATCC 18224	strain	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces marneffei
45133	1	Lasiodiplodia theobromae	species	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia theobromae
452589	1	Trichoderma atroviride IMI 206040	strain	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma atroviride
45286	1	Eremothecium sinecaudum	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium sinecaudum
45357	1	[Candida] haemuloni	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	[Candida] haemuloni
45513	1	Scheffersomyces spartinae	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces spartinae
45607	1	Wickerhamiella sorbophila	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Wickerhamiella	Wickerhamiella sorbophila
456999	1	Rhizoctonia solani	species	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani
460523	1	Ogataea polymorpha	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea polymorpha
470096	1	Pseudovirgaria hyperparasitica	species	Eukaryota	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Pseudovirgaria	Pseudovirgaria hyperparasitica
48254	1	Torulaspora globosa	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora globosa
483514	1	Schizosaccharomyces octosporus yFS286	strain	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces octosporus
48563	1	Suillus bovinus	species	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus bovinus
48578	1	Suillus paluster	species	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus paluster
48586	1	Suillus subalutaceus	species	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus subalutaceus
48587	1	Suillus subaureus	species	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus subaureus
486041	1	Laccaria bicolor S238N-H82	strain	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Laccaria	Laccaria bicolor
4896	1	Schizosaccharomyces pombe	species	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces pombe
4909	1	Pichia kudriavzevii	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kudriavzevii
4950	1	Torulaspora delbrueckii	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora delbrueckii
4956	1	Zygosaccharomyces rouxii	species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	Zygosaccharomyces rouxii
